Day,Month,Year,Time,Station,Particle,Reading
31,12,2013,15,Skopje_Mrsevci,PM10,
31,12,2013,9,Skopje_Rektorat,PM10,
31,12,2013,20,Skopje_Miladinovci,PM10,
31,12,2013,17,Skopje_Centar,PM10,126.3
31,12,2013,4,Skopje_GaziBaba,PM10,
31,12,2013,1,Skopje_Centar,PM10,315.39
31,12,2013,23,Skopje_Mrsevci,PM10,
31,12,2013,9,Skopje_Mrsevci,PM10,
31,12,2013,11,Skopje_Miladinovci,PM10,
31,12,2013,11,Skopje_Mrsevci,PM10,
31,12,2013,17,Skopje_Rektorat,PM10,69.16
31,12,2013,14,Skopje_Centar,PM10,129.55
31,12,2013,13,Skopje_GaziBaba,PM10,
31,12,2013,10,Skopje_Karpos,PM10,502.32
31,12,2013,8,Skopje_GaziBaba,PM10,
31,12,2013,22,Skopje_Mrsevci,PM10,
31,12,2013,1,Skopje_Miladinovci,PM10,
31,12,2013,19,Skopje_Rektorat,PM10,82.58
31,12,2013,24,Skopje_Centar,PM10,146.49
31,12,2013,22,Skopje_Karpos,PM10,199.49
31,12,2013,24,Skopje_Karpos,PM10,161.28
31,12,2013,13,Skopje_Centar,PM10,153.07
31,12,2013,4,Skopje_Lisice,PM10,441.47
31,12,2013,24,Skopje_Miladinovci,PM10,
31,12,2013,14,Skopje_GaziBaba,PM10,
31,12,2013,18,Skopje_Miladinovci,PM10,
31,12,2013,3,Skopje_Miladinovci,PM10,
31,12,2013,6,Skopje_Karpos,PM10,227.04
31,12,2013,5,Skopje_Miladinovci,PM10,
31,12,2013,18,Skopje_Lisice,PM10,94.17
31,12,2013,16,Skopje_Karpos,PM10,110.76
31,12,2013,22,Skopje_Miladinovci,PM10,
31,12,2013,4,Skopje_Mrsevci,PM10,
31,12,2013,21,Skopje_Mrsevci,PM10,
31,12,2013,11,Skopje_Rektorat,PM10,
31,12,2013,13,Skopje_Lisice,PM10,151.94
31,12,2013,21,Skopje_GaziBaba,PM10,
31,12,2013,1,Skopje_GaziBaba,PM10,
31,12,2013,14,Skopje_Mrsevci,PM10,
31,12,2013,4,Skopje_Karpos,PM10,260.28
31,12,2013,12,Skopje_Karpos,PM10,460.75
31,12,2013,12,Skopje_Centar,PM10,216.69
31,12,2013,23,Skopje_Rektorat,PM10,169.21
31,12,2013,23,Skopje_Miladinovci,PM10,
31,12,2013,17,Skopje_Lisice,PM10,89.58
31,12,2013,24,Skopje_GaziBaba,PM10,
31,12,2013,4,Skopje_Miladinovci,PM10,
31,12,2013,21,Skopje_Rektorat,PM10,227.75
31,12,2013,5,Skopje_Centar,PM10,243.29
31,12,2013,6,Skopje_Lisice,PM10,334.39
31,12,2013,2,Skopje_Centar,PM10,310.19
31,12,2013,4,Skopje_Rektorat,PM10,
31,12,2013,20,Skopje_Rektorat,PM10,176.1
31,12,2013,7,Skopje_Rektorat,PM10,
31,12,2013,19,Skopje_Mrsevci,PM10,
31,12,2013,16,Skopje_Miladinovci,PM10,
31,12,2013,7,Skopje_Centar,PM10,235.11
31,12,2013,16,Skopje_Mrsevci,PM10,
31,12,2013,18,Skopje_Rektorat,PM10,76.38
31,12,2013,8,Skopje_Lisice,PM10,316.27
31,12,2013,20,Skopje_Karpos,PM10,218.83
31,12,2013,10,Skopje_Miladinovci,PM10,
31,12,2013,12,Skopje_GaziBaba,PM10,
31,12,2013,16,Skopje_Rektorat,PM10,84.98
31,12,2013,14,Skopje_Karpos,PM10,148.34
31,12,2013,20,Skopje_Centar,PM10,162.97
31,12,2013,23,Skopje_Lisice,PM10,182.44
31,12,2013,5,Skopje_Rektorat,PM10,
31,12,2013,7,Skopje_Karpos,PM10,265.98
31,12,2013,12,Skopje_Rektorat,PM10,
31,12,2013,15,Skopje_Lisice,PM10,130
31,12,2013,18,Skopje_GaziBaba,PM10,
31,12,2013,8,Skopje_Mrsevci,PM10,
31,12,2013,9,Skopje_Miladinovci,PM10,
31,12,2013,13,Skopje_Mrsevci,PM10,
31,12,2013,6,Skopje_GaziBaba,PM10,
31,12,2013,12,Skopje_Miladinovci,PM10,
31,12,2013,10,Skopje_Rektorat,PM10,
31,12,2013,6,Skopje_Rektorat,PM10,
31,12,2013,9,Skopje_Centar,PM10,287.19
31,12,2013,6,Skopje_Mrsevci,PM10,
31,12,2013,17,Skopje_Mrsevci,PM10,
31,12,2013,8,Skopje_Karpos,PM10,290.99
31,12,2013,24,Skopje_Mrsevci,PM10,
31,12,2013,1,Skopje_Lisice,PM10,211.81
31,12,2013,15,Skopje_Karpos,PM10,114.88
31,12,2013,10,Skopje_Centar,PM10,304.75
31,12,2013,14,Skopje_Lisice,PM10,138.87
31,12,2013,22,Skopje_GaziBaba,PM10,
31,12,2013,7,Skopje_Mrsevci,PM10,
31,12,2013,17,Skopje_Karpos,PM10,104.44
31,12,2013,18,Skopje_Mrsevci,PM10,
31,12,2013,23,Skopje_GaziBaba,PM10,
31,12,2013,24,Skopje_Rektorat,PM10,164.87
31,12,2013,1,Skopje_Karpos,PM10,304.41
31,12,2013,11,Skopje_Karpos,PM10,490.92
31,12,2013,2,Skopje_Rektorat,PM10,
31,12,2013,8,Skopje_Miladinovci,PM10,
31,12,2013,8,Skopje_Centar,PM10,263.57
31,12,2013,5,Skopje_GaziBaba,PM10,
31,12,2013,2,Skopje_Miladinovci,PM10,
31,12,2013,19,Skopje_Lisice,PM10,116.43
31,12,2013,2,Skopje_GaziBaba,PM10,
31,12,2013,2,Skopje_Mrsevci,PM10,
31,12,2013,20,Skopje_Lisice,PM10,136.63
31,12,2013,21,Skopje_Miladinovci,PM10,
31,12,2013,10,Skopje_GaziBaba,PM10,
31,12,2013,10,Skopje_Lisice,PM10,359.72
31,12,2013,12,Skopje_Mrsevci,PM10,
31,12,2013,14,Skopje_Miladinovci,PM10,
31,12,2013,6,Skopje_Miladinovci,PM10,
31,12,2013,13,Skopje_Rektorat,PM10,
31,12,2013,21,Skopje_Centar,PM10,159.94
31,12,2013,23,Skopje_Centar,PM10,167.45
31,12,2013,19,Skopje_Miladinovci,PM10,
31,12,2013,16,Skopje_Lisice,PM10,106.04
31,12,2013,15,Skopje_Rektorat,PM10,103.09
31,12,2013,22,Skopje_Centar,PM10,183.36
31,12,2013,15,Skopje_GaziBaba,PM10,
31,12,2013,17,Skopje_GaziBaba,PM10,
31,12,2013,3,Skopje_Karpos,PM10,292.92
31,12,2013,11,Skopje_Centar,PM10,274.64
31,12,2013,20,Skopje_GaziBaba,PM10,
31,12,2013,3,Skopje_GaziBaba,PM10,
31,12,2013,18,Skopje_Karpos,PM10,177.07
31,12,2013,18,Skopje_Centar,PM10,126.64
31,12,2013,19,Skopje_Karpos,PM10,215.56
31,12,2013,12,Skopje_Lisice,PM10,214.57
31,12,2013,20,Skopje_Mrsevci,PM10,
31,12,2013,5,Skopje_Lisice,PM10,384.49
31,12,2013,3,Skopje_Lisice,PM10,500.1
31,12,2013,22,Skopje_Rektorat,PM10,199.12
31,12,2013,9,Skopje_GaziBaba,PM10,
31,12,2013,4,Skopje_Centar,PM10,277.94
31,12,2013,13,Skopje_Miladinovci,PM10,
31,12,2013,14,Skopje_Rektorat,PM10,
31,12,2013,3,Skopje_Mrsevci,PM10,
31,12,2013,7,Skopje_Miladinovci,PM10,
31,12,2013,15,Skopje_Centar,PM10,143.45
31,12,2013,7,Skopje_Lisice,PM10,316.78
31,12,2013,10,Skopje_Mrsevci,PM10,
31,12,2013,19,Skopje_Centar,PM10,184.14
31,12,2013,7,Skopje_GaziBaba,PM10,
31,12,2013,9,Skopje_Karpos,PM10,374.29
31,12,2013,17,Skopje_Miladinovci,PM10,
31,12,2013,23,Skopje_Karpos,PM10,187.46
31,12,2013,16,Skopje_GaziBaba,PM10,
31,12,2013,2,Skopje_Lisice,PM10,447.23
31,12,2013,9,Skopje_Lisice,PM10,359.18
31,12,2013,13,Skopje_Karpos,PM10,357.69
31,12,2013,21,Skopje_Lisice,PM10,226.98
31,12,2013,11,Skopje_Lisice,PM10,284.96
31,12,2013,22,Skopje_Lisice,PM10,225.53
31,12,2013,1,Skopje_Rektorat,PM10,
31,12,2013,2,Skopje_Karpos,PM10,350.25
31,12,2013,1,Skopje_Mrsevci,PM10,
31,12,2013,11,Skopje_GaziBaba,PM10,
31,12,2013,5,Skopje_Mrsevci,PM10,
31,12,2013,16,Skopje_Centar,PM10,122.51
31,12,2013,6,Skopje_Centar,PM10,232.24
31,12,2013,15,Skopje_Miladinovci,PM10,
31,12,2013,3,Skopje_Rektorat,PM10,
31,12,2013,21,Skopje_Karpos,PM10,191.95
31,12,2013,19,Skopje_GaziBaba,PM10,
31,12,2013,3,Skopje_Centar,PM10,294.12
31,12,2013,5,Skopje_Karpos,PM10,239.23
31,12,2013,24,Skopje_Lisice,PM10,183.74
31,12,2013,8,Skopje_Rektorat,PM10,
30,12,2013,9,Skopje_Mrsevci,PM10,
30,12,2013,7,Skopje_GaziBaba,PM10,
30,12,2013,3,Skopje_GaziBaba,PM10,
30,12,2013,15,Skopje_Karpos,PM10,223.13
30,12,2013,6,Skopje_Karpos,PM10,86.52
30,12,2013,21,Skopje_Centar,PM10,261.87
30,12,2013,18,Skopje_Mrsevci,PM10,
30,12,2013,24,Skopje_Karpos,PM10,228.04
30,12,2013,5,Skopje_Miladinovci,PM10,
30,12,2013,5,Skopje_GaziBaba,PM10,
30,12,2013,21,Skopje_Lisice,PM10,109.75
30,12,2013,12,Skopje_Karpos,PM10,220.41
30,12,2013,12,Skopje_Lisice,PM10,247.49
30,12,2013,17,Skopje_Centar,PM10,254.64
30,12,2013,13,Skopje_Karpos,PM10,224.38
30,12,2013,10,Skopje_Lisice,PM10,138.22
30,12,2013,11,Skopje_Miladinovci,PM10,
30,12,2013,7,Skopje_Rektorat,PM10,
30,12,2013,20,Skopje_GaziBaba,PM10,
30,12,2013,5,Skopje_Lisice,PM10,115.09
30,12,2013,5,Skopje_Centar,PM10,95.05
30,12,2013,3,Skopje_Centar,PM10,121.62
30,12,2013,7,Skopje_Miladinovci,PM10,
30,12,2013,4,Skopje_Miladinovci,PM10,
30,12,2013,20,Skopje_Mrsevci,PM10,
30,12,2013,15,Skopje_Lisice,PM10,222.63
30,12,2013,22,Skopje_Miladinovci,PM10,
30,12,2013,1,Skopje_Karpos,PM10,172.45
30,12,2013,23,Skopje_GaziBaba,PM10,
30,12,2013,11,Skopje_Centar,PM10,243.52
30,12,2013,24,Skopje_Mrsevci,PM10,
30,12,2013,2,Skopje_Rektorat,PM10,
30,12,2013,8,Skopje_Centar,PM10,89.86
30,12,2013,23,Skopje_Miladinovci,PM10,
30,12,2013,16,Skopje_Karpos,PM10,233.97
30,12,2013,22,Skopje_Karpos,PM10,446.11
30,12,2013,10,Skopje_Miladinovci,PM10,
30,12,2013,20,Skopje_Rektorat,PM10,
30,12,2013,7,Skopje_Lisice,PM10,114.19
30,12,2013,13,Skopje_Rektorat,PM10,
30,12,2013,18,Skopje_Rektorat,PM10,
30,12,2013,14,Skopje_GaziBaba,PM10,
30,12,2013,13,Skopje_Miladinovci,PM10,
30,12,2013,8,Skopje_Rektorat,PM10,
30,12,2013,10,Skopje_GaziBaba,PM10,
30,12,2013,1,Skopje_Rektorat,PM10,
30,12,2013,8,Skopje_GaziBaba,PM10,
30,12,2013,18,Skopje_Lisice,PM10,207.87
30,12,2013,5,Skopje_Karpos,PM10,209.31
30,12,2013,15,Skopje_GaziBaba,PM10,
30,12,2013,6,Skopje_GaziBaba,PM10,
30,12,2013,6,Skopje_Lisice,PM10,125.52
30,12,2013,2,Skopje_Mrsevci,PM10,
30,12,2013,1,Skopje_Miladinovci,PM10,
30,12,2013,20,Skopje_Centar,PM10,199.97
30,12,2013,14,Skopje_Mrsevci,PM10,
30,12,2013,19,Skopje_Karpos,PM10,286.7
30,12,2013,12,Skopje_Centar,PM10,235.92
30,12,2013,9,Skopje_Lisice,PM10,127.36
30,12,2013,18,Skopje_Karpos,PM10,251.48
30,12,2013,6,Skopje_Centar,PM10,90.19
30,12,2013,13,Skopje_Mrsevci,PM10,
30,12,2013,22,Skopje_Centar,PM10,195.5
30,12,2013,17,Skopje_Mrsevci,PM10,
30,12,2013,17,Skopje_GaziBaba,PM10,
30,12,2013,24,Skopje_Lisice,PM10,151.87
30,12,2013,12,Skopje_Miladinovci,PM10,
30,12,2013,15,Skopje_Mrsevci,PM10,
30,12,2013,19,Skopje_Mrsevci,PM10,
30,12,2013,5,Skopje_Rektorat,PM10,
30,12,2013,18,Skopje_Centar,PM10,261.61
30,12,2013,20,Skopje_Lisice,PM10,110.9
30,12,2013,2,Skopje_Karpos,PM10,178
30,12,2013,14,Skopje_Rektorat,PM10,305.91
30,12,2013,15,Skopje_Rektorat,PM10,226.75
30,12,2013,2,Skopje_Lisice,PM10,142.13
30,12,2013,9,Skopje_Rektorat,PM10,
30,12,2013,22,Skopje_GaziBaba,PM10,
30,12,2013,20,Skopje_Miladinovci,PM10,
30,12,2013,3,Skopje_Miladinovci,PM10,
30,12,2013,2,Skopje_GaziBaba,PM10,
30,12,2013,21,Skopje_GaziBaba,PM10,
30,12,2013,6,Skopje_Rektorat,PM10,
30,12,2013,4,Skopje_Karpos,PM10,135.74
30,12,2013,23,Skopje_Lisice,PM10,204.31
30,12,2013,18,Skopje_Miladinovci,PM10,
30,12,2013,9,Skopje_Miladinovci,PM10,
30,12,2013,17,Skopje_Karpos,PM10,238.48
30,12,2013,9,Skopje_Centar,PM10,106.83
30,12,2013,7,Skopje_Mrsevci,PM10,
30,12,2013,12,Skopje_Rektorat,PM10,
30,12,2013,13,Skopje_Centar,PM10,232.75
30,12,2013,2,Skopje_Miladinovci,PM10,
30,12,2013,13,Skopje_GaziBaba,PM10,
30,12,2013,4,Skopje_Centar,PM10,130.58
30,12,2013,19,Skopje_Miladinovci,PM10,
30,12,2013,11,Skopje_GaziBaba,PM10,
30,12,2013,13,Skopje_Lisice,PM10,233.35
30,12,2013,19,Skopje_Centar,PM10,219.33
30,12,2013,6,Skopje_Mrsevci,PM10,
30,12,2013,1,Skopje_Lisice,PM10,151.99
30,12,2013,22,Skopje_Rektorat,PM10,
30,12,2013,8,Skopje_Lisice,PM10,132.53
30,12,2013,3,Skopje_Karpos,PM10,146.4
30,12,2013,21,Skopje_Miladinovci,PM10,
30,12,2013,24,Skopje_Miladinovci,PM10,
30,12,2013,24,Skopje_Centar,PM10,229.4
30,12,2013,4,Skopje_Mrsevci,PM10,
30,12,2013,10,Skopje_Rektorat,PM10,
30,12,2013,5,Skopje_Mrsevci,PM10,
30,12,2013,4,Skopje_Rektorat,PM10,
30,12,2013,21,Skopje_Rektorat,PM10,
30,12,2013,12,Skopje_Mrsevci,PM10,
30,12,2013,16,Skopje_Mrsevci,PM10,
30,12,2013,3,Skopje_Rektorat,PM10,
30,12,2013,3,Skopje_Lisice,PM10,111.12
30,12,2013,12,Skopje_GaziBaba,PM10,
30,12,2013,23,Skopje_Karpos,PM10,235.45
30,12,2013,2,Skopje_Centar,PM10,147.94
30,12,2013,8,Skopje_Karpos,PM10,77.45
30,12,2013,4,Skopje_GaziBaba,PM10,
30,12,2013,14,Skopje_Lisice,PM10,201.82
30,12,2013,20,Skopje_Karpos,PM10,353.81
30,12,2013,3,Skopje_Mrsevci,PM10,
30,12,2013,23,Skopje_Mrsevci,PM10,
30,12,2013,19,Skopje_Lisice,PM10,160.06
30,12,2013,11,Skopje_Rektorat,PM10,
30,12,2013,9,Skopje_GaziBaba,PM10,
30,12,2013,8,Skopje_Mrsevci,PM10,
30,12,2013,15,Skopje_Miladinovci,PM10,
30,12,2013,18,Skopje_GaziBaba,PM10,
30,12,2013,11,Skopje_Mrsevci,PM10,
30,12,2013,22,Skopje_Lisice,PM10,165.72
30,12,2013,16,Skopje_Miladinovci,PM10,
30,12,2013,19,Skopje_Rektorat,PM10,
30,12,2013,10,Skopje_Centar,PM10,169.03
30,12,2013,1,Skopje_GaziBaba,PM10,
30,12,2013,17,Skopje_Lisice,PM10,176.39
30,12,2013,6,Skopje_Miladinovci,PM10,
30,12,2013,22,Skopje_Mrsevci,PM10,
30,12,2013,19,Skopje_GaziBaba,PM10,
30,12,2013,24,Skopje_GaziBaba,PM10,
30,12,2013,21,Skopje_Mrsevci,PM10,
30,12,2013,7,Skopje_Karpos,PM10,81.47
30,12,2013,11,Skopje_Lisice,PM10,210.84
30,12,2013,24,Skopje_Rektorat,PM10,
30,12,2013,1,Skopje_Centar,PM10,171.66
30,12,2013,4,Skopje_Lisice,PM10,105.88
30,12,2013,11,Skopje_Karpos,PM10,109.6
30,12,2013,16,Skopje_GaziBaba,PM10,
30,12,2013,14,Skopje_Karpos,PM10,237.43
30,12,2013,21,Skopje_Karpos,PM10,404.58
30,12,2013,17,Skopje_Miladinovci,PM10,
30,12,2013,16,Skopje_Lisice,PM10,216.83
30,12,2013,23,Skopje_Rektorat,PM10,
30,12,2013,10,Skopje_Mrsevci,PM10,
30,12,2013,9,Skopje_Karpos,PM10,74.09
30,12,2013,14,Skopje_Centar,PM10,211.84
30,12,2013,14,Skopje_Miladinovci,PM10,
30,12,2013,16,Skopje_Centar,PM10,245.17
30,12,2013,17,Skopje_Rektorat,PM10,
30,12,2013,16,Skopje_Rektorat,PM10,176.57
30,12,2013,23,Skopje_Centar,PM10,203.49
30,12,2013,10,Skopje_Karpos,PM10,92.74
30,12,2013,8,Skopje_Miladinovci,PM10,
30,12,2013,1,Skopje_Mrsevci,PM10,
30,12,2013,15,Skopje_Centar,PM10,221.09
30,12,2013,7,Skopje_Centar,PM10,93.98
4,12,2013,23,Skopje_Lisice,PM10,560.59
10,12,2013,5,Skopje_Centar,PM10,314.7
14,12,2013,18,Skopje_Rektorat,PM10,313.66
14,12,2013,14,Skopje_Rektorat,PM10,252.11
28,12,2013,7,Skopje_Mrsevci,PM10,
13,12,2013,13,Skopje_Lisice,PM10,174.37
25,12,2013,17,Skopje_Mrsevci,PM10,
7,12,2013,9,Skopje_Rektorat,PM10,30.76
1,12,2013,12,Skopje_Lisice,PM10,176.08
5,12,2013,15,Skopje_Miladinovci,PM10,102.48
26,12,2013,3,Skopje_Rektorat,PM10,365.76
27,12,2013,4,Skopje_GaziBaba,PM10,
12,12,2013,17,Skopje_Mrsevci,PM10,
13,12,2013,14,Skopje_Lisice,PM10,160.44
23,12,2013,6,Skopje_Mrsevci,PM10,
6,12,2013,7,Skopje_Karpos,PM10,98
13,12,2013,11,Skopje_Rektorat,PM10,143.69
19,12,2013,15,Skopje_Rektorat,PM10,241.95
17,12,2013,12,Skopje_Centar,PM10,102.21
5,12,2013,18,Skopje_Centar,PM10,147.73
23,12,2013,9,Skopje_Miladinovci,PM10,
17,12,2013,18,Skopje_Rektorat,PM10,123.2
23,12,2013,5,Skopje_Mrsevci,PM10,
23,12,2013,13,Skopje_Mrsevci,PM10,
1,12,2013,19,Skopje_Lisice,PM10,233.83
29,12,2013,1,Skopje_Centar,PM10,168.63
7,12,2013,18,Skopje_Mrsevci,PM10,
3,12,2013,3,Skopje_GaziBaba,PM10,
24,12,2013,9,Skopje_Mrsevci,PM10,
1,12,2013,4,Skopje_Centar,PM10,161.5
23,12,2013,2,Skopje_GaziBaba,PM10,
27,12,2013,1,Skopje_Mrsevci,PM10,
17,12,2013,24,Skopje_Rektorat,PM10,298.86
27,12,2013,2,Skopje_Lisice,PM10,592.43
5,12,2013,16,Skopje_Centar,PM10,173.34
29,12,2013,4,Skopje_Karpos,PM10,114.62
11,12,2013,13,Skopje_Centar,PM10,33.08
25,12,2013,24,Skopje_Miladinovci,PM10,
24,12,2013,6,Skopje_Karpos,PM10,276.36
22,12,2013,20,Skopje_Lisice,PM10,344.52
13,12,2013,4,Skopje_Centar,PM10,190.83
27,12,2013,23,Skopje_Centar,PM10,308.65
25,12,2013,5,Skopje_Miladinovci,PM10,
17,12,2013,9,Skopje_GaziBaba,PM10,
21,12,2013,21,Skopje_Rektorat,PM10,593.35
23,12,2013,10,Skopje_Centar,PM10,286.61
24,12,2013,12,Skopje_Centar,PM10,345.9
21,12,2013,14,Skopje_Centar,PM10,399.54
17,12,2013,16,Skopje_Miladinovci,PM10,
13,12,2013,15,Skopje_Lisice,PM10,141.52
2,12,2013,14,Skopje_Lisice,PM10,27.46
4,12,2013,7,Skopje_Mrsevci,PM10,
18,12,2013,21,Skopje_GaziBaba,PM10,
24,12,2013,4,Skopje_Centar,PM10,331.72
19,12,2013,14,Skopje_Centar,PM10,275.53
12,12,2013,22,Skopje_Karpos,PM10,264.58
5,12,2013,19,Skopje_Mrsevci,PM10,
16,12,2013,1,Skopje_Lisice,PM10,254.1
29,12,2013,16,Skopje_GaziBaba,PM10,
28,12,2013,15,Skopje_Miladinovci,PM10,
12,12,2013,13,Skopje_Centar,PM10,163.49
23,12,2013,18,Skopje_Lisice,PM10,325.56
14,12,2013,15,Skopje_GaziBaba,PM10,
11,12,2013,19,Skopje_Centar,PM10,95.23
27,12,2013,22,Skopje_Karpos,PM10,213.19
29,12,2013,23,Skopje_Karpos,PM10,155.25
22,12,2013,22,Skopje_GaziBaba,PM10,
17,12,2013,8,Skopje_Lisice,PM10,174.89
15,12,2013,4,Skopje_Mrsevci,PM10,
26,12,2013,20,Skopje_Mrsevci,PM10,
28,12,2013,23,Skopje_Lisice,PM10,204
3,12,2013,5,Skopje_Centar,PM10,30.06
5,12,2013,21,Skopje_Lisice,PM10,126.57
8,12,2013,2,Skopje_Centar,PM10,66.69
5,12,2013,4,Skopje_Rektorat,PM10,191.59
25,12,2013,21,Skopje_Karpos,PM10,266.4
7,12,2013,22,Skopje_Mrsevci,PM10,
6,12,2013,17,Skopje_Lisice,PM10,222.74
21,12,2013,11,Skopje_Mrsevci,PM10,
18,12,2013,7,Skopje_Mrsevci,PM10,
15,12,2013,2,Skopje_Mrsevci,PM10,
25,12,2013,12,Skopje_Karpos,PM10,559.96
8,12,2013,17,Skopje_Centar,PM10,119.23
21,12,2013,3,Skopje_Miladinovci,PM10,
17,12,2013,15,Skopje_Mrsevci,PM10,
12,12,2013,5,Skopje_Mrsevci,PM10,
8,12,2013,18,Skopje_Centar,PM10,109.3
27,12,2013,15,Skopje_Miladinovci,PM10,
14,12,2013,5,Skopje_Centar,PM10,195.6
10,12,2013,1,Skopje_GaziBaba,PM10,
1,12,2013,4,Skopje_Miladinovci,PM10,
23,12,2013,20,Skopje_Miladinovci,PM10,
26,12,2013,16,Skopje_Mrsevci,PM10,
26,12,2013,5,Skopje_GaziBaba,PM10,
20,12,2013,18,Skopje_GaziBaba,PM10,
4,12,2013,12,Skopje_GaziBaba,PM10,
6,12,2013,4,Skopje_Mrsevci,PM10,
27,12,2013,3,Skopje_Mrsevci,PM10,
1,12,2013,16,Skopje_GaziBaba,PM10,
5,12,2013,8,Skopje_GaziBaba,PM10,
13,12,2013,2,Skopje_Rektorat,PM10,185.44
11,12,2013,10,Skopje_Rektorat,PM10,55.72
29,12,2013,17,Skopje_Rektorat,PM10,
19,12,2013,12,Skopje_Centar,PM10,250.3
19,12,2013,11,Skopje_Lisice,PM10,154.82
2,12,2013,5,Skopje_Miladinovci,PM10,
1,12,2013,5,Skopje_GaziBaba,PM10,
20,12,2013,13,Skopje_Miladinovci,PM10,
24,12,2013,5,Skopje_Mrsevci,PM10,
11,12,2013,19,Skopje_Lisice,PM10,299.38
10,12,2013,1,Skopje_Karpos,PM10,254.07
2,12,2013,7,Skopje_GaziBaba,PM10,
27,12,2013,18,Skopje_GaziBaba,PM10,
5,12,2013,9,Skopje_Karpos,PM10,179.45
28,12,2013,23,Skopje_Rektorat,PM10,224.73
17,12,2013,22,Skopje_Lisice,PM10,704.11
4,12,2013,5,Skopje_Karpos,PM10,70.95
5,12,2013,24,Skopje_Miladinovci,PM10,58.69
22,12,2013,3,Skopje_Mrsevci,PM10,
7,12,2013,24,Skopje_Karpos,PM10,18.39
5,12,2013,6,Skopje_Rektorat,PM10,251.17
5,12,2013,4,Skopje_Centar,PM10,300
12,12,2013,12,Skopje_Miladinovci,PM10,
23,12,2013,10,Skopje_Mrsevci,PM10,
28,12,2013,15,Skopje_GaziBaba,PM10,
28,12,2013,13,Skopje_Karpos,PM10,311.71
17,12,2013,14,Skopje_Lisice,PM10,65.01
17,12,2013,14,Skopje_Centar,PM10,65.91
14,12,2013,12,Skopje_Miladinovci,PM10,
3,12,2013,5,Skopje_GaziBaba,PM10,
15,12,2013,22,Skopje_GaziBaba,PM10,
12,12,2013,24,Skopje_Centar,PM10,226.33
18,12,2013,19,Skopje_Centar,PM10,294.14
20,12,2013,13,Skopje_Mrsevci,PM10,
21,12,2013,5,Skopje_Lisice,PM10,256.6
6,12,2013,15,Skopje_Rektorat,PM10,143.05
25,12,2013,22,Skopje_Centar,PM10,274.94
23,12,2013,2,Skopje_Karpos,PM10,564.26
8,12,2013,17,Skopje_GaziBaba,PM10,
23,12,2013,22,Skopje_GaziBaba,PM10,
4,12,2013,1,Skopje_GaziBaba,PM10,
22,12,2013,18,Skopje_GaziBaba,PM10,
20,12,2013,15,Skopje_GaziBaba,PM10,
12,12,2013,8,Skopje_Karpos,PM10,54.29
20,12,2013,9,Skopje_Miladinovci,PM10,
10,12,2013,2,Skopje_Centar,PM10,306.31
29,12,2013,10,Skopje_Miladinovci,PM10,
22,12,2013,14,Skopje_Lisice,PM10,569.43
20,12,2013,12,Skopje_Rektorat,PM10,296.72
23,12,2013,14,Skopje_Karpos,PM10,370.91
25,12,2013,2,Skopje_Miladinovci,PM10,
15,12,2013,23,Skopje_Karpos,PM10,114.86
8,12,2013,20,Skopje_Mrsevci,PM10,
23,12,2013,15,Skopje_Centar,PM10,399.79
28,12,2013,18,Skopje_Miladinovci,PM10,
23,12,2013,10,Skopje_Miladinovci,PM10,
1,12,2013,12,Skopje_Karpos,PM10,169.49
16,12,2013,14,Skopje_Lisice,PM10,207.31
26,12,2013,9,Skopje_Centar,PM10,257.11
17,12,2013,17,Skopje_Mrsevci,PM10,
3,12,2013,10,Skopje_GaziBaba,PM10,
23,12,2013,3,Skopje_Lisice,PM10,222.5
11,12,2013,15,Skopje_Karpos,PM10,29.52
8,12,2013,24,Skopje_GaziBaba,PM10,
15,12,2013,7,Skopje_Mrsevci,PM10,
11,12,2013,2,Skopje_Centar,PM10,39.59
3,12,2013,18,Skopje_Lisice,PM10,177.89
1,12,2013,4,Skopje_Mrsevci,PM10,
5,12,2013,6,Skopje_GaziBaba,PM10,
9,12,2013,5,Skopje_Miladinovci,PM10,76.16
13,12,2013,9,Skopje_Rektorat,PM10,140.23
15,12,2013,15,Skopje_Mrsevci,PM10,
20,12,2013,10,Skopje_Karpos,PM10,204.17
17,12,2013,24,Skopje_Miladinovci,PM10,
27,12,2013,11,Skopje_Lisice,PM10,552.34
29,12,2013,17,Skopje_Lisice,PM10,260.3
14,12,2013,22,Skopje_Rektorat,PM10,313.38
28,12,2013,5,Skopje_Centar,PM10,285.91
8,12,2013,3,Skopje_Mrsevci,PM10,
21,12,2013,12,Skopje_Centar,PM10,370.67
15,12,2013,7,Skopje_Karpos,PM10,351.65
2,12,2013,9,Skopje_Centar,PM10,88.08
13,12,2013,23,Skopje_Miladinovci,PM10,
25,12,2013,12,Skopje_Miladinovci,PM10,
16,12,2013,21,Skopje_GaziBaba,PM10,
11,12,2013,9,Skopje_Karpos,PM10,56.91
29,12,2013,2,Skopje_Centar,PM10,126.42
20,12,2013,7,Skopje_Lisice,PM10,151.88
21,12,2013,17,Skopje_Mrsevci,PM10,
28,12,2013,19,Skopje_Centar,PM10,416
3,12,2013,12,Skopje_Karpos,PM10,25.74
5,12,2013,20,Skopje_Karpos,PM10,251.85
3,12,2013,4,Skopje_Miladinovci,PM10,
29,12,2013,21,Skopje_Karpos,PM10,152.97
